frame,t,yellow_frac
1146,38.2000,0.00080
1147,38.2333,0.00080
1148,38.2667,0.00049
1149,38.3000,0.00028
1150,38.3333,0.00000
1151,38.3667,0.00000
1152,38.4000,0.00000
1153,38.4333,0.00000
1154,38.4667,0.00000
1155,38.5000,0.00000
1156,38.5333,0.00000
1157,38.5667,0.00000
1158,38.6000,0.00000
1159,38.6333,0.00000
1160,38.6667,0.00000
1161,38.7000,0.00000
1162,38.7333,0.00000
1163,38.7667,0.00000
1164,38.8000,0.00000
1165,38.8333,0.00000
1166,38.8667,0.00000
1167,38.9000,0.00000
1168,38.9333,0.00000
1169,38.9667,0.00000
1170,39.0000,0.00000
1171,39.0333,0.00000
1172,39.0667,0.00000
1173,39.1000,0.00000
1174,39.1333,0.00000
1175,39.1667,0.00000
1176,39.2000,0.00000
1177,39.2333,0.00000
1178,39.2667,0.00000
1179,39.3000,0.00000
1180,39.3333,0.00000
1181,39.3667,0.00000
1182,39.4000,0.00000
1183,39.4333,0.00000
1184,39.4667,0.00000
1185,39.5000,0.00000
1186,39.5333,0.00000
1187,39.5667,0.00000
1188,39.6000,0.00000
1189,39.6333,0.00000
1190,39.6667,0.00000
1191,39.7000,0.00000
1192,39.7333,0.00000
1193,39.7667,0.00000
1194,39.8000,0.00000
1195,39.8333,0.00000
1196,39.8667,0.00000
1197,39.9000,0.00000
1198,39.9333,0.00000
1199,39.9667,0.00000
1200,40.0000,0.00000
1201,40.0333,0.00000
1202,40.0667,0.00000
1203,40.1000,0.00000
1204,40.1333,0.00000
1205,40.1667,0.00000
1206,40.2000,0.00000
1207,40.2333,0.00000
1208,40.2667,0.00000
1209,40.3000,0.00000
1210,40.3333,0.00000
1211,40.3667,0.00000
1212,40.4000,0.00000
1213,40.4333,0.00000
1214,40.4667,0.00000
1215,40.5000,0.00000
1216,40.5333,0.00000
1217,40.5667,0.00000
1218,40.6000,0.00000
1219,40.6333,0.00000
1220,40.6667,0.00000
1221,40.7000,0.00000
1222,40.7333,0.00000
1223,40.7667,0.00000
1224,40.8000,0.00000
1225,40.8333,0.00000
1226,40.8667,0.00000
1227,40.9000,0.00000
1228,40.9333,0.00000
1229,40.9667,0.00000
1230,41.0000,0.00000
1231,41.0333,0.00000
1232,41.0667,0.00000
1233,41.1000,0.00000
1234,41.1333,0.00000
1235,41.1667,0.00000
1236,41.2000,0.00000
1237,41.2333,0.00000
1238,41.2667,0.00000
1239,41.3000,0.00000
1240,41.3333,0.00000
1241,41.3667,0.00000
1242,41.4000,0.00000
1243,41.4333,0.00000
1244,41.4667,0.00000
1245,41.5000,0.00000
1246,41.5333,0.00000
1247,41.5667,0.00000
1248,41.6000,0.00000
1249,41.6333,0.00000
1250,41.6667,0.00000
1251,41.7000,0.00000
1252,41.7333,0.00000
1253,41.7667,0.00000
1254,41.8000,0.00000
1255,41.8333,0.00000
1256,41.8667,0.00000
1257,41.9000,0.00000
1258,41.9333,0.00000
1259,41.9667,0.00000
1260,42.0000,0.00000
1261,42.0333,0.00000
1262,42.0667,0.00000
1263,42.1000,0.00000
1264,42.1333,0.00000
1265,42.1667,0.00000
1266,42.2000,0.00000
1267,42.2333,0.00000
1268,42.2667,0.00000
1269,42.3000,0.00000
1270,42.3333,0.00000
1271,42.3667,0.00000
1272,42.4000,0.00000
1273,42.4333,0.00000
1274,42.4667,0.00000
1275,42.5000,0.00000
1276,42.5333,0.00000
1277,42.5667,0.00000
1278,42.6000,0.00000
1279,42.6333,0.00000
1280,42.6667,0.00000
1281,42.7000,0.00000
1282,42.7333,0.00000
1283,42.7667,0.00000
1284,42.8000,0.00000
1285,42.8333,0.00000
1286,42.8667,0.00000
1287,42.9000,0.00000
1288,42.9333,0.00000
1289,42.9667,0.00000
1290,43.0000,0.00000
1291,43.0333,0.00000
1292,43.0667,0.00000
1293,43.1000,0.00000
1294,43.1333,0.00000
1295,43.1667,0.00000
1296,43.2000,0.00000
1297,43.2333,0.00000
1298,43.2667,0.00000
1299,43.3000,0.00000
1300,43.3333,0.00000
1301,43.3667,0.00000
1302,43.4000,0.00000
1303,43.4333,0.00000
1304,43.4667,0.00000
1305,43.5000,0.00000
1306,43.5333,0.00000
1307,43.5667,0.00000
1308,43.6000,0.00000
1309,43.6333,0.00000
1310,43.6667,0.00000
1311,43.7000,0.00000
1312,43.7333,0.00000
1313,43.7667,0.00000
1314,43.8000,0.00000
1315,43.8333,0.00000
1316,43.8667,0.00000
1317,43.9000,0.00000
1318,43.9333,0.00000
1319,43.9667,0.00000
1320,44.0000,0.00000
1321,44.0333,0.00000
1322,44.0667,0.00000
1323,44.1000,0.00000
1324,44.1333,0.00000
1325,44.1667,0.00000
1326,44.2000,0.00000
1327,44.2333,0.00000
1328,44.2667,0.00000
1329,44.3000,0.00000
1330,44.3333,0.00000
1331,44.3667,0.00000
1332,44.4000,0.00000
1333,44.4333,0.00000
1334,44.4667,0.00000
1335,44.5000,0.00000
1336,44.5333,0.00000
1337,44.5667,0.00000
1338,44.6000,0.00000
1339,44.6333,0.00000
1340,44.6667,0.00000
1341,44.7000,0.00000
1342,44.7333,0.00000
1343,44.7667,0.00000
1344,44.8000,0.00000
1345,44.8333,0.00000
1346,44.8667,0.00000
1347,44.9000,0.00000
1348,44.9333,0.00000
1349,44.9667,0.00000
1350,45.0000,0.00000
1351,45.0333,0.00000
1352,45.0667,0.00000
1353,45.1000,0.00000
1354,45.1333,0.00000
1355,45.1667,0.00000
1356,45.2000,0.00000
1357,45.2333,0.00000
1358,45.2667,0.00000
1359,45.3000,0.00000
1360,45.3333,0.00000
1361,45.3667,0.00000
1362,45.4000,0.00000
1363,45.4333,0.00000
1364,45.4667,0.00000
1365,45.5000,0.00000
1366,45.5333,0.00000
1367,45.5667,0.00000
1368,45.6000,0.00000
1369,45.6333,0.00000
1370,45.6667,0.00000
1371,45.7000,0.00000
1372,45.7333,0.00000
1373,45.7667,0.00000
1374,45.8000,0.00000
1375,45.8333,0.00000
1376,45.8667,0.00000
1377,45.9000,0.00000
1378,45.9333,0.00000
1379,45.9667,0.00000
1380,46.0000,0.00000
1381,46.0333,0.00000
1382,46.0667,0.00000
1383,46.1000,0.00000
1384,46.1333,0.00000
1385,46.1667,0.00000
1386,46.2000,0.00000
1387,46.2333,0.00000
1388,46.2667,0.00000
1389,46.3000,0.00000
1390,46.3333,0.00000
1391,46.3667,0.00000
1392,46.4000,0.00000
1393,46.4333,0.00000
1394,46.4667,0.00000
1395,46.5000,0.00000
1396,46.5333,0.00000
1397,46.5667,0.00000
1398,46.6000,0.00000
1399,46.6333,0.00000
1400,46.6667,0.00000
1401,46.7000,0.00000
1402,46.7333,0.00000
1403,46.7667,0.00000
1404,46.8000,0.00000
1405,46.8333,0.00000
1406,46.8667,0.00000
1407,46.9000,0.00000
1408,46.9333,0.00000
1409,46.9667,0.00000
1410,47.0000,0.00000
1411,47.0333,0.00000
1412,47.0667,0.00000
1413,47.1000,0.00000
1414,47.1333,0.00000
1415,47.1667,0.00000
1416,47.2000,0.00000
1417,47.2333,0.00000
1418,47.2667,0.00000
1419,47.3000,0.00000
1420,47.3333,0.00000
1421,47.3667,0.00000
1422,47.4000,0.00000
1423,47.4333,0.00000
1424,47.4667,0.00000
1425,47.5000,0.00000
1426,47.5333,0.00000
1427,47.5667,0.00000
1428,47.6000,0.00000
1429,47.6333,0.00000
1430,47.6667,0.00000
1431,47.7000,0.00000
1432,47.7333,0.00000
1433,47.7667,0.00000
1434,47.8000,0.00000
1435,47.8333,0.00000
1436,47.8667,0.00000
1437,47.9000,0.00000
1438,47.9333,0.00000
1439,47.9667,0.00000
1440,48.0000,0.00000
1441,48.0333,0.00000
1442,48.0667,0.00000
1443,48.1000,0.00000
1444,48.1333,0.00000
1445,48.1667,0.00000
1446,48.2000,0.00000
1447,48.2333,0.00000
1448,48.2667,0.00000
1449,48.3000,0.00000
1450,48.3333,0.00000
1451,48.3667,0.00000
1452,48.4000,0.00000
1453,48.4333,0.00000
1454,48.4667,0.00000
1455,48.5000,0.00000
1456,48.5333,0.00000
1457,48.5667,0.00000
1458,48.6000,0.00000
1459,48.6333,0.00000
1460,48.6667,0.00000
1461,48.7000,0.00000
1462,48.7333,0.00000
1463,48.7667,0.00000
1464,48.8000,0.00000
1465,48.8333,0.00000
1466,48.8667,0.00000
1467,48.9000,0.00000
1468,48.9333,0.00000
1469,48.9667,0.00000
1470,49.0000,0.00000
1471,49.0333,0.00000
1472,49.0667,0.00000
1473,49.1000,0.00000
1474,49.1333,0.00000
1475,49.1667,0.00000
1476,49.2000,0.00000
1477,49.2333,0.00000
1478,49.2667,0.00000
1479,49.3000,0.00000
1480,49.3333,0.00000
1481,49.3667,0.00000
1482,49.4000,0.00000
1483,49.4333,0.00000
1484,49.4667,0.00000
1485,49.5000,0.00000
1486,49.5333,0.00000
1487,49.5667,0.00000
1488,49.6000,0.00000
1489,49.6333,0.00000
1490,49.6667,0.00000
1491,49.7000,0.00000
1492,49.7333,0.00000
1493,49.7667,0.00000
1494,49.8000,0.00000
1495,49.8333,0.00000
1496,49.8667,0.00000
1497,49.9000,0.00000
1498,49.9333,0.00000
1499,49.9667,0.00000
1500,50.0000,0.00000
1501,50.0333,0.00000
1502,50.0667,0.00000
1503,50.1000,0.00000
1504,50.1333,0.00000
1505,50.1667,0.00000
1506,50.2000,0.00000
1507,50.2333,0.00000
1508,50.2667,0.00000
1509,50.3000,0.00000
1510,50.3333,0.00000
1511,50.3667,0.00000
1512,50.4000,0.00000
1513,50.4333,0.00000
1514,50.4667,0.00000
1515,50.5000,0.00000
1516,50.5333,0.00000
1517,50.5667,0.00000
1518,50.6000,0.00000
1519,50.6333,0.00000
1520,50.6667,0.00000
1521,50.7000,0.00000
1522,50.7333,0.00000
1523,50.7667,0.00000
1524,50.8000,0.00000
1525,50.8333,0.00039
1526,50.8667,0.00084
1527,50.9000,0.00389
1528,50.9333,0.02079
1529,50.9667,0.02557
1530,51.0000,0.02268
1531,51.0333,0.02399
1532,51.0667,0.02338
1533,51.1000,0.01764
1534,51.1333,0.02503
1535,51.1667,0.02384
1536,51.2000,0.01682
1537,51.2333,0.02286
1538,51.2667,0.02210
1539,51.3000,0.01705
1540,51.3333,0.02297
1541,51.3667,0.01834
1542,51.4000,0.01810
1543,51.4333,0.01401
1544,51.4667,0.01075
1545,51.5000,0.00550
1546,51.5333,0.00471
1547,51.5667,0.00410
1548,51.6000,0.00401
1549,51.6333,0.00415
1550,51.6667,0.00422
1551,51.7000,0.00438
1552,51.7333,0.00503
1553,51.7667,0.00726
1554,51.8000,0.00737
1555,51.8333,0.00615
1556,51.8667,0.00585
1557,51.9000,0.00625
1558,51.9333,0.00678
1559,51.9667,0.00713
1560,52.0000,0.00743
1561,52.0333,0.00770
1562,52.0667,0.00792
1563,52.1000,0.00825
1564,52.1333,0.00832
1565,52.1667,0.00863
1566,52.2000,0.00858
1567,52.2333,0.00878
1568,52.2667,0.00868
1569,52.3000,0.00874
1570,52.3333,0.00860
1571,52.3667,0.00885
1572,52.4000,0.00876
1573,52.4333,0.00921
1574,52.4667,0.01150
1575,52.5000,0.01221
1576,52.5333,0.01243
1577,52.5667,0.01249
1578,52.6000,0.01251
1579,52.6333,0.01067
1580,52.6667,0.01045
1581,52.7000,0.01037
1582,52.7333,0.01040
1583,52.7667,0.01032
1584,52.8000,0.01009
1585,52.8333,0.01015
1586,52.8667,0.01010
1587,52.9000,0.01019
1588,52.9333,0.01025
1589,52.9667,0.01021
1590,53.0000,0.01022
1591,53.0333,0.01021
1592,53.0667,0.00910
1593,53.1000,0.00793
1594,53.1333,0.01018
1595,53.1667,0.01018
1596,53.2000,0.01003
1597,53.2333,0.01001
1598,53.2667,0.00986
1599,53.3000,0.00977
1600,53.3333,0.00957
1601,53.3667,0.01039
1602,53.4000,0.01040
1603,53.4333,0.00991
1604,53.4667,0.00991
1605,53.5000,0.01097
1606,53.5333,0.01175
1607,53.5667,0.01271
1608,53.6000,0.01289
1609,53.6333,0.01306
1610,53.6667,0.01303
1611,53.7000,0.01317
1612,53.7333,0.01314
1613,53.7667,0.01327
1614,53.8000,0.01336
1615,53.8333,0.01136
1616,53.8667,0.01079
1617,53.9000,0.01079
1618,53.9333,0.01081
1619,53.9667,0.01089
1620,54.0000,0.01084
1621,54.0333,0.01080
1622,54.0667,0.01083
1623,54.1000,0.01091
1624,54.1333,0.01080
1625,54.1667,0.01080
1626,54.2000,0.01080
1627,54.2333,0.01079
1628,54.2667,0.01075
1629,54.3000,0.01260
1630,54.3333,0.01332
1631,54.3667,0.01327
1632,54.4000,0.01062
1633,54.4333,0.01061
1634,54.4667,0.01049
1635,54.5000,0.01040
1636,54.5333,0.01026
1637,54.5667,0.01025
1638,54.6000,0.01010
1639,54.6333,0.01018
1640,54.6667,0.00997
1641,54.7000,0.01004
1642,54.7333,0.01021
1643,54.7667,0.01032
1644,54.8000,0.01039
1645,54.8333,0.01153
1646,54.8667,0.01270
1647,54.9000,0.01360
1648,54.9333,0.01315
1649,54.9667,0.01323
1650,55.0000,0.01331
1651,55.0333,0.01330
1652,55.0667,0.01327
1653,55.1000,0.01327
1654,55.1333,0.01098
1655,55.1667,0.01125
1656,55.2000,0.01102
1657,55.2333,0.01100
1658,55.2667,0.01071
1659,55.3000,0.01077
1660,55.3333,0.01069
1661,55.3667,0.01069
1662,55.4000,0.01057
1663,55.4333,0.01063
1664,55.4667,0.01046
1665,55.5000,0.01040
1666,55.5333,0.01271
1667,55.5667,0.01300
1668,55.6000,0.01286
1669,55.6333,0.01278
1670,55.6667,0.01256
1671,55.7000,0.01165
1672,55.7333,0.01001
1673,55.7667,0.01002
1674,55.8000,0.00993
1675,55.8333,0.00992
1676,55.8667,0.00985
1677,55.9000,0.00986
1678,55.9333,0.00983
1679,55.9667,0.00990
1680,56.0000,0.01003
1681,56.0333,0.01018
1682,56.0667,0.01027
1683,56.1000,0.01101
1684,56.1333,0.01112
1685,56.1667,0.01255
1686,56.2000,0.01294
1687,56.2333,0.01315
1688,56.2667,0.01173
1689,56.3000,0.01177
1690,56.3333,0.01095
1691,56.3667,0.01107
1692,56.4000,0.01091
1693,56.4333,0.01114
1694,56.4667,0.01114
1695,56.5000,0.01116
1696,56.5333,0.01106
1697,56.5667,0.01113
1698,56.6000,0.01118
1699,56.6333,0.00000
1700,56.6667,0.00000
1701,56.7000,0.00000
1702,56.7333,0.00000
1703,56.7667,0.00000
1704,56.8000,0.00000
1705,56.8333,0.00000
1706,56.8667,0.00000
1707,56.9000,0.00000
1708,56.9333,0.00000
1709,56.9667,0.00000
1710,57.0000,0.00000
1711,57.0333,0.00000
1712,57.0667,0.00000
1713,57.1000,0.00000
1714,57.1333,0.00011
1715,57.1667,0.00036
1716,57.2000,0.00057
1717,57.2333,0.00078
1718,57.2667,0.00096
1719,57.3000,0.00112
1720,57.3333,0.00130
1721,57.3667,0.00148
1722,57.4000,0.00160
1723,57.4333,0.00175
1724,57.4667,0.00184
1725,57.5000,0.00206
1726,57.5333,0.00236
1727,57.5667,0.00266
1728,57.6000,0.00289
1729,57.6333,0.00312
1730,57.6667,0.00334
1731,57.7000,0.00356
1732,57.7333,0.00364
1733,57.7667,0.00373
1734,57.8000,0.00376
1735,57.8333,0.00408
1736,57.8667,0.00416
1737,57.9000,0.00420
1738,57.9333,0.00445
1739,57.9667,0.00455
1740,58.0000,0.00474
1741,58.0333,0.00475
1742,58.0667,0.00483
1743,58.1000,0.00494
1744,58.1333,0.00503
1745,58.1667,0.00521
1746,58.2000,0.00532
1747,58.2333,0.00543
1748,58.2667,0.00561
1749,58.3000,0.00582
1750,58.3333,0.00586
1751,58.3667,0.00587
1752,58.4000,0.00596
1753,58.4333,0.00615
1754,58.4667,0.00627
1755,58.5000,0.00627
1756,58.5333,0.00628
1757,58.5667,0.00628
1758,58.6000,0.00628
1759,58.6333,0.00637
1760,58.6667,0.00645
1761,58.7000,0.00647
1762,58.7333,0.00649
1763,58.7667,0.00646
1764,58.8000,0.00645
1765,58.8333,0.00645
1766,58.8667,0.00645
1767,58.9000,0.00644
1768,58.9333,0.00644
1769,58.9667,0.00641
1770,59.0000,0.00640
1771,59.0333,0.00639
1772,59.0667,0.00638
1773,59.1000,0.00638
1774,59.1333,0.00638
1775,59.1667,0.00639
1776,59.2000,0.00638
1777,59.2333,0.00637
1778,59.2667,0.00599
1779,59.3000,0.00604
1780,59.3333,0.00596
1781,59.3667,0.00596
1782,59.4000,0.00596
1783,59.4333,0.00596
1784,59.4667,0.00598
1785,59.5000,0.00000
1786,59.5333,0.00000
1787,59.5667,0.00000
1788,59.6000,0.00000
1789,59.6333,0.00000
1790,59.6667,0.00000
1791,59.7000,0.00000
1792,59.7333,0.00000
1793,59.7667,0.00000
1794,59.8000,0.00000
1795,59.8333,0.00000
1796,59.8667,0.00000
1797,59.9000,0.00000
1798,59.9333,0.00000
1799,59.9667,0.00000
1800,60.0000,0.00000
1801,60.0333,0.00000
1802,60.0667,0.00000
1803,60.1000,0.00000
1804,60.1333,0.00000
1805,60.1667,0.00000
1806,60.2000,0.00000
1807,60.2333,0.00000
1808,60.2667,0.00000
1809,60.3000,0.00000
1810,60.3333,0.00000
1811,60.3667,0.00000
1812,60.4000,0.00000
1813,60.4333,0.00000
1814,60.4667,0.00000
1815,60.5000,0.00000
1816,60.5333,0.00000
1817,60.5667,0.00000
1818,60.6000,0.00000
1819,60.6333,0.00000
1820,60.6667,0.00000
1821,60.7000,0.00000
1822,60.7333,0.00000
1823,60.7667,0.00000
1824,60.8000,0.00000
1825,60.8333,0.00000
1826,60.8667,0.00000
1827,60.9000,0.00000
1828,60.9333,0.00000
1829,60.9667,0.00000
1830,61.0000,0.00000
1831,61.0333,0.00000
1832,61.0667,0.00000
1833,61.1000,0.00000
1834,61.1333,0.00000
1835,61.1667,0.00000
1836,61.2000,0.00000
1837,61.2333,0.00000
1838,61.2667,0.00000
1839,61.3000,0.00000
1840,61.3333,0.00000
1841,61.3667,0.00000
1842,61.4000,0.00000
1843,61.4333,0.00000
1844,61.4667,0.00000
1845,61.5000,0.00000
1846,61.5333,0.00000
1847,61.5667,0.00000
1848,61.6000,0.00000
1849,61.6333,0.00000
1850,61.6667,0.00000
1851,61.7000,0.00000
1852,61.7333,0.00000
1853,61.7667,0.00000
1854,61.8000,0.00000
1855,61.8333,0.00000
1856,61.8667,0.00000
1857,61.9000,0.00000
1858,61.9333,0.00000
1859,61.9667,0.00000
1860,62.0000,0.00000
1861,62.0333,0.00000
1862,62.0667,0.00000
1863,62.1000,0.00000
1864,62.1333,0.00000
1865,62.1667,0.00000
1866,62.2000,0.00000
1867,62.2333,0.00000
1868,62.2667,0.00000
1869,62.3000,0.00000
1870,62.3333,0.00000
1871,62.3667,0.00000
1872,62.4000,0.00000
1873,62.4333,0.00000
1874,62.4667,0.00000
1875,62.5000,0.00000
1876,62.5333,0.00000
1877,62.5667,0.00000
1878,62.6000,0.00000
1879,62.6333,0.00000
1880,62.6667,0.00000
1881,62.7000,0.00000
1882,62.7333,0.00000
1883,62.7667,0.00000
1884,62.8000,0.00000
1885,62.8333,0.00000
1886,62.8667,0.00000
1887,62.9000,0.00000
1888,62.9333,0.00000
1889,62.9667,0.00000
1890,63.0000,0.00000
1891,63.0333,0.00000
1892,63.0667,0.00000
1893,63.1000,0.00000
1894,63.1333,0.00000
1895,63.1667,0.00000
1896,63.2000,0.00000
1897,63.2333,0.00000
1898,63.2667,0.00000
1899,63.3000,0.00000
1900,63.3333,0.00000
1901,63.3667,0.00000
1902,63.4000,0.00000
1903,63.4333,0.00000
1904,63.4667,0.00000
1905,63.5000,0.00000
1906,63.5333,0.00000
1907,63.5667,0.00000
1908,63.6000,0.00000
1909,63.6333,0.00000
1910,63.6667,0.00000
1911,63.7000,0.00000
1912,63.7333,0.00000
1913,63.7667,0.00000
1914,63.8000,0.00000
1915,63.8333,0.00000
1916,63.8667,0.00000
1917,63.9000,0.00000
1918,63.9333,0.00000
1919,63.9667,0.00000
1920,64.0000,0.00000
1921,64.0333,0.00000
1922,64.0667,0.00000
1923,64.1000,0.00000
1924,64.1333,0.00000
1925,64.1667,0.00000
1926,64.2000,0.00000
1927,64.2333,0.00000
1928,64.2667,0.00000
1929,64.3000,0.00000
1930,64.3333,0.00000
1931,64.3667,0.00000
1932,64.4000,0.00000
1933,64.4333,0.00000
1934,64.4667,0.00000
1935,64.5000,0.00000
1936,64.5333,0.00000
1937,64.5667,0.00000
1938,64.6000,0.00000
1939,64.6333,0.00000
1940,64.6667,0.00000
1941,64.7000,0.00000
1942,64.7333,0.00000
1943,64.7667,0.00000
1944,64.8000,0.00000
1945,64.8333,0.00000
1946,64.8667,0.00000
1947,64.9000,0.00000
1948,64.9333,0.00000
1949,64.9667,0.00000
1950,65.0000,0.00000
1951,65.0333,0.00000
1952,65.0667,0.00000
1953,65.1000,0.00000
1954,65.1333,0.00000
1955,65.1667,0.00000
1956,65.2000,0.00000
1957,65.2333,0.00000
1958,65.2667,0.00000
1959,65.3000,0.00000
1960,65.3333,0.00000
1961,65.3667,0.00000
1962,65.4000,0.00000
1963,65.4333,0.00000
1964,65.4667,0.00000
1965,65.5000,0.00000
1966,65.5333,0.00000
1967,65.5667,0.00000
1968,65.6000,0.00000
1969,65.6333,0.00000
1970,65.6667,0.00000
1971,65.7000,0.00000
1972,65.7333,0.00000
1973,65.7667,0.00000
1974,65.8000,0.00000
1975,65.8333,0.00000
1976,65.8667,0.00000
1977,65.9000,0.00000
1978,65.9333,0.00000
1979,65.9667,0.00000
1980,66.0000,0.00000
1981,66.0333,0.00000
1982,66.0667,0.00000
1983,66.1000,0.00000
1984,66.1333,0.00000
1985,66.1667,0.00000
1986,66.2000,0.00000
1987,66.2333,0.00000
1988,66.2667,0.00000
1989,66.3000,0.00000
1990,66.3333,0.00000
1991,66.3667,0.00000
1992,66.4000,0.00000
1993,66.4333,0.00000
1994,66.4667,0.00000
1995,66.5000,0.00000
1996,66.5333,0.00000
1997,66.5667,0.00000
1998,66.6000,0.00000
1999,66.6333,0.00000
2000,66.6667,0.00000
2001,66.7000,0.00000
2002,66.7333,0.00000
2003,66.7667,0.00000
2004,66.8000,0.00000
2005,66.8333,0.00000
2006,66.8667,0.00000
2007,66.9000,0.00000
2008,66.9333,0.00000
2009,66.9667,0.00000
2010,67.0000,0.00000
2011,67.0333,0.00000
2012,67.0667,0.00000
2013,67.1000,0.00000
2014,67.1333,0.00000
2015,67.1667,0.00000
2016,67.2000,0.00000
2017,67.2333,0.00000
2018,67.2667,0.00000
2019,67.3000,0.00000
2020,67.3333,0.00000
2021,67.3667,0.00000
2022,67.4000,0.00000
2023,67.4333,0.00000
2024,67.4667,0.00000
2025,67.5000,0.00000
2026,67.5333,0.00000
2027,67.5667,0.00000
2028,67.6000,0.00000
2029,67.6333,0.00000
2030,67.6667,0.00000
2031,67.7000,0.00000
2032,67.7333,0.00000
2033,67.7667,0.00000
2034,67.8000,0.00000
2035,67.8333,0.00000
2036,67.8667,0.00000
2037,67.9000,0.00000
2038,67.9333,0.00000
2039,67.9667,0.00000
2040,68.0000,0.00000
2041,68.0333,0.00000
2042,68.0667,0.00000
2043,68.1000,0.00000
2044,68.1333,0.00000
2045,68.1667,0.00000
2046,68.2000,0.00000
2047,68.2333,0.00000
2048,68.2667,0.00000
2049,68.3000,0.00000
2050,68.3333,0.00000
2051,68.3667,0.00000
2052,68.4000,0.00000
2053,68.4333,0.00000
2054,68.4667,0.00000
2055,68.5000,0.00000
2056,68.5333,0.00000
2057,68.5667,0.00000
2058,68.6000,0.00000
2059,68.6333,0.00000
2060,68.6667,0.00000
2061,68.7000,0.00000
2062,68.7333,0.00000
2063,68.7667,0.00000
2064,68.8000,0.00000
2065,68.8333,0.00000
2066,68.8667,0.00000
2067,68.9000,0.00000
2068,68.9333,0.00000
2069,68.9667,0.00000
2070,69.0000,0.00000
2071,69.0333,0.00000
2072,69.0667,0.00000
2073,69.1000,0.00000
2074,69.1333,0.00000
2075,69.1667,0.00000
2076,69.2000,0.00000
2077,69.2333,0.00000
2078,69.2667,0.00000
2079,69.3000,0.00000
2080,69.3333,0.00000
2081,69.3667,0.00000
2082,69.4000,0.00000
2083,69.4333,0.00000
2084,69.4667,0.00000
2085,69.5000,0.00000
2086,69.5333,0.00000
2087,69.5667,0.00000
2088,69.6000,0.00128
2089,69.6333,0.00788
2090,69.6667,0.01474
2091,69.7000,0.01957
2092,69.7333,0.02299
2093,69.7667,0.02544
2094,69.8000,0.02703
2095,69.8333,0.02737
2096,69.8667,0.02736
2097,69.9000,0.02745
2098,69.9333,0.02849
2099,69.9667,0.02916
2100,70.0000,0.02933
2101,70.0333,0.02939
2102,70.0667,0.02930
2103,70.1000,0.02915
2104,70.1333,0.02895
2105,70.1667,0.02878
2106,70.2000,0.02809
2107,70.2333,0.02790
2108,70.2667,0.02799
2109,70.3000,0.02812
2110,70.3333,0.02806
2111,70.3667,0.02789
2112,70.4000,0.02819
2113,70.4333,0.02831
2114,70.4667,0.02838
2115,70.5000,0.02839
2116,70.5333,0.02818
2117,70.5667,0.02806
2118,70.6000,0.02849
2119,70.6333,0.02862
2120,70.6667,0.02863
2121,70.7000,0.02868
2122,70.7333,0.02875
2123,70.7667,0.02873
2124,70.8000,0.02874
2125,70.8333,0.02868
2126,70.8667,0.02859
2127,70.9000,0.02861
2128,70.9333,0.02865
2129,70.9667,0.02871
2130,71.0000,0.02874
2131,71.0333,0.02879
2132,71.0667,0.02878
2133,71.1000,0.00293
2134,71.1333,0.00294
2135,71.1667,0.00293
2136,71.2000,0.00298
2137,71.2333,0.00299
2138,71.2667,0.00318
2139,71.3000,0.00313
2140,71.3333,0.00295
2141,71.3667,0.00317
2142,71.4000,0.00304
2143,71.4333,0.00318
2144,71.4667,0.00309
2145,71.5000,0.00303
2146,71.5333,0.00303
2147,71.5667,0.00046
2148,71.6000,0.00093
2149,71.6333,0.00007
2150,71.6667,0.00013
2151,71.7000,0.00000
2152,71.7333,0.00000
2153,71.7667,0.00000
2154,71.8000,0.00468
2155,71.8333,0.00462
2156,71.8667,0.00448
2157,71.9000,0.00471
2158,71.9333,0.00468
2159,71.9667,0.00479
2160,72.0000,0.00510
2161,72.0333,0.00522
2162,72.0667,0.00000
2163,72.1000,0.00000
2164,72.1333,0.00000
2165,72.1667,0.00000
2166,72.2000,0.00000
2167,72.2333,0.00000
2168,72.2667,0.00000
2169,72.3000,0.00000
2170,72.3333,0.00000
2171,72.3667,0.00000
2172,72.4000,0.00000
2173,72.4333,0.00000
2174,72.4667,0.00000
2175,72.5000,0.00000
2176,72.5333,0.00000
2177,72.5667,0.00000
2178,72.6000,0.00000
2179,72.6333,0.00000
2180,72.6667,0.00000
2181,72.7000,0.00000
2182,72.7333,0.00000
2183,72.7667,0.00000
2184,72.8000,0.00000
2185,72.8333,0.00000
2186,72.8667,0.00000
2187,72.9000,0.00000
2188,72.9333,0.00000
2189,72.9667,0.00000
2190,73.0000,0.00000
2191,73.0333,0.00000
2192,73.0667,0.00000
2193,73.1000,0.00000
2194,73.1333,0.00000
2195,73.1667,0.00000
2196,73.2000,0.00000
2197,73.2333,0.00000
2198,73.2667,0.00000
2199,73.3000,0.00000
2200,73.3333,0.00000
2201,73.3667,0.00000
2202,73.4000,0.00000
2203,73.4333,0.00000
2204,73.4667,0.00000
2205,73.5000,0.00000
2206,73.5333,0.00000
2207,73.5667,0.00000
2208,73.6000,0.00000
2209,73.6333,0.00000
2210,73.6667,0.00000
2211,73.7000,0.00000
2212,73.7333,0.00000
2213,73.7667,0.00000
2214,73.8000,0.00000
2215,73.8333,0.00000
2216,73.8667,0.00000
2217,73.9000,0.00000
2218,73.9333,0.00000
2219,73.9667,0.00000
2220,74.0000,0.00000
2221,74.0333,0.00000
