t,rms_db,low_db,mid_db,high_db
7.6626,8.46,2.18,6.17,0.58
7.6742,5.30,-4.60,3.70,-1.98
7.6858,14.04,-6.05,13.80,0.37
7.6974,21.19,-0.35,20.96,7.51
7.7090,24.41,2.42,23.91,14.19
7.7206,24.82,11.22,23.69,17.13
7.7322,32.58,25.75,31.35,17.57
7.7439,42.12,32.69,41.58,14.88
7.7555,46.55,34.26,46.29,10.12
7.7671,47.85,34.37,47.65,12.19
7.7787,47.41,34.20,47.20,12.71
7.7903,46.43,34.51,46.14,11.73
7.8019,45.92,34.89,45.56,11.26
7.8135,44.65,35.22,44.11,8.91
7.8251,41.55,36.53,39.90,3.22
7.8367,40.14,38.81,34.34,1.43
7.8483,41.43,40.09,35.66,2.50
7.8600,40.99,39.75,34.94,-0.27
7.8716,37.71,36.87,30.20,-4.78
7.8832,31.26,30.54,23.06,-6.50
7.8948,21.42,19.74,16.46,-6.14
7.9064,11.66,10.20,3.64,2.43
7.9180,23.75,3.02,2.80,23.64
7.9296,32.28,2.92,10.30,32.16
7.9412,33.65,24.79,23.88,32.14
7.9528,38.84,34.23,36.38,25.33
7.9644,42.83,37.78,40.97,19.72
7.9761,43.41,39.33,40.98,18.53
7.9877,41.84,39.70,37.48,14.31
7.9993,39.48,38.61,31.93,7.25
8.0109,40.15,39.11,33.43,-0.89
8.0225,42.12,40.60,36.81,-2.84
8.0341,42.81,41.19,37.73,-1.56
8.0457,41.61,40.13,36.21,-0.11
8.0573,37.44,36.31,31.03,0.88
8.0689,30.41,29.00,24.84,2.13
8.0805,25.39,21.94,22.16,13.49
8.0922,31.47,30.03,24.72,19.25
8.1038,37.32,36.83,26.74,18.93
8.1154,41.00,40.60,29.73,19.77
8.1270,43.08,42.51,33.45,20.01
8.1386,44.84,43.79,37.97,16.92
8.1502,46.56,44.14,42.84,12.57
8.1618,45.77,42.85,42.65,5.03
8.1734,43.99,42.94,37.32,-2.12
8.1850,44.41,43.32,37.89,0.32
8.1966,45.08,43.72,39.37,3.44
8.2083,46.72,44.68,42.44,9.05
8.2199,48.31,43.64,46.48,13.52
8.2315,47.45,40.00,46.56,16.33
8.2431,46.96,39.42,46.09,17.66
8.2547,46.21,39.46,45.13,17.75
8.2663,45.43,39.77,43.99,15.39
8.2779,44.11,39.96,41.97,8.41
8.2895,43.45,41.35,39.29,-0.18
8.3011,44.02,42.05,39.64,-1.28
8.3127,44.34,42.01,40.52,-1.11
8.3244,45.26,41.46,42.90,2.47
8.3360,47.49,40.49,46.48,9.34
8.3476,48.17,39.16,47.53,14.96
8.3592,47.11,37.84,46.48,17.05
8.3708,45.07,37.54,44.10,17.24
8.3824,40.79,35.92,38.91,16.24
8.3940,31.20,28.21,27.82,14.66
8.4056,26.46,14.27,25.75,15.18
8.4172,26.55,8.98,26.09,15.06
8.4288,27.58,13.42,26.99,15.57
8.4405,29.77,21.87,28.47,16.62
8.4521,30.08,24.70,28.15,15.34
8.4637,29.71,23.56,28.26,13.26
8.4753,35.78,32.44,33.02,10.39
8.4869,40.98,35.95,39.33,10.14
8.4985,43.77,36.45,42.87,12.33
8.5101,44.47,36.53,43.66,14.46
8.5217,44.41,37.04,43.43,16.22
8.5333,44.50,37.44,43.44,15.64
8.5449,44.87,37.40,43.91,16.42
8.5566,45.40,37.41,44.56,16.02
8.5682,45.42,37.25,44.65,13.76
8.5798,43.92,35.73,43.17,10.45
8.5914,38.21,34.45,35.83,0.58
8.6030,36.57,36.37,23.00,-12.86
8.6146,37.83,37.74,20.81,-13.72
8.6262,38.54,38.49,19.19,-13.24
8.6378,39.63,38.70,32.50,-9.10
8.6494,44.44,37.55,43.45,-2.32
8.6610,46.35,34.12,46.08,1.49
8.6727,46.08,31.69,45.92,4.08
8.6843,45.54,30.16,45.41,4.92
8.6959,45.50,28.69,45.41,4.05
8.7075,44.85,27.90,44.75,3.72
8.7191,43.37,27.64,43.24,2.78
8.7307,41.10,27.93,40.88,1.16
8.7423,37.47,26.63,37.09,-2.69
8.7539,31.30,22.86,30.63,-4.26
8.7655,21.83,17.34,19.89,-2.51
8.7771,17.18,11.04,15.91,-3.25
8.7888,19.39,17.70,14.42,-5.70
8.8004,29.27,28.97,17.43,-2.90
8.8120,36.10,35.92,22.11,-0.99
8.8236,39.89,39.76,24.34,1.08
8.8352,41.80,41.71,24.68,1.60
8.8468,42.96,42.88,25.67,1.35
8.8584,44.06,43.30,36.06,9.19
8.8700,43.97,41.26,40.61,15.11
8.8816,42.33,38.89,39.64,15.45
8.8932,41.21,37.92,38.35,14.02
8.9049,40.25,37.34,37.01,13.53
8.9165,39.65,36.93,36.22,11.72
8.9281,38.88,36.55,34.99,8.52
8.9397,38.45,36.50,33.99,5.01
8.9513,38.78,37.19,33.61,4.35
8.9629,39.26,37.72,33.96,8.18
8.9745,39.31,37.35,34.88,11.08
8.9861,39.12,36.72,35.37,11.62
8.9977,38.01,35.32,34.59,11.55
9.0093,36.65,34.08,33.08,11.82
9.0210,34.92,33.22,29.94,9.99
9.0326,31.80,30.77,24.94,5.55
9.0442,27.01,25.66,21.26,-2.27
9.0558,19.89,17.76,15.74,-8.61
9.0674,11.83,10.66,5.39,-11.06
9.0790,2.57,1.43,-4.53,-15.33
9.0906,-6.34,-12.35,-8.37,-19.30
9.1022,2.16,-11.23,1.36,-10.80
9.1138,7.27,-9.60,6.54,-4.68
9.1254,8.86,-11.96,7.56,-0.53
9.1371,10.41,-12.36,9.39,0.66
9.1487,13.79,-12.61,13.29,1.02
9.1603,13.40,-10.92,12.69,2.35
9.1719,12.15,-12.33,10.98,3.96
9.1835,15.71,-10.06,15.21,3.92
9.1951,15.46,-11.47,14.96,3.29
9.2067,12.56,-12.84,11.83,2.56
9.2183,11.82,-13.40,11.24,0.22
9.2299,10.23,-12.98,9.81,-2.38
9.2415,7.45,-14.46,7.08,-6.01
9.2532,1.72,-19.34,1.23,-10.10
9.2648,-6.42,-20.91,-7.63,-15.03
9.2764,6.05,-16.23,-11.79,5.94
9.2880,27.06,-10.27,-6.64,27.05
9.2996,32.24,-12.38,-3.17,32.24
9.3112,32.35,-3.75,4.29,32.34
9.3228,34.80,-0.41,7.84,34.79
9.3344,35.41,2.09,11.55,35.39
9.3460,33.92,18.28,21.80,33.49
9.3576,40.73,32.67,39.67,27.13
9.3693,46.84,36.61,46.33,21.22
9.3809,47.66,35.96,47.30,18.54
9.3925,44.60,33.86,44.19,13.57
9.4041,36.27,30.91,34.75,3.85
9.4157,27.04,26.08,20.00,-10.34
9.4273,20.70,17.76,17.59,-6.19
9.4389,30.28,3.93,30.26,2.04
9.4505,38.93,2.71,38.92,8.04
9.4621,43.85,8.91,43.84,12.91
9.4737,48.87,7.11,48.87,14.96
9.4854,49.80,20.54,49.79,14.85
9.4970,45.85,30.84,45.70,13.65
9.5086,46.75,35.90,46.38,11.49
9.5202,48.91,37.01,48.62,10.87
9.5318,49.68,36.05,49.49,17.16
9.5434,50.10,35.22,49.94,22.31
9.5550,49.64,36.20,49.42,23.85
9.5666,48.76,37.23,48.40,23.43
9.5782,47.89,37.03,47.47,23.12
9.5898,45.96,35.69,45.46,22.39
9.6015,43.96,33.34,43.50,19.64
9.6131,44.10,32.05,43.79,17.15
9.6247,43.62,31.59,43.33,14.31
9.6363,40.86,31.18,40.34,11.91
9.6479,34.61,26.24,33.91,6.87
9.6595,21.07,17.09,18.82,-4.70
9.6711,6.37,4.20,1.29,-6.47
9.6827,22.57,9.13,21.67,13.03
9.6943,28.50,18.28,27.24,19.43
9.7059,33.38,31.99,26.50,19.88
9.7176,39.78,38.98,31.59,19.18
9.7292,42.67,41.69,35.52,18.53
9.7408,43.60,42.32,37.54,19.85
9.7524,43.72,41.94,38.85,22.61
9.7640,43.25,40.79,39.44,24.58
9.7756,41.53,38.41,37.87,30.65
9.7872,41.71,33.80,31.41,40.42
9.7988,45.97,25.85,19.73,45.92
9.8104,46.87,12.45,16.44,46.86
9.8220,44.37,-0.56,9.63,44.37
9.8337,42.79,-6.87,7.29,42.78
9.8453,43.40,-9.23,8.85,43.39
9.8569,42.98,1.13,13.01,42.96
9.8685,37.23,22.78,19.44,36.94
9.8801,38.92,35.52,35.92,24.66
9.8917,44.25,39.83,42.29,15.59
9.9033,45.53,40.40,43.92,14.35
9.9149,45.00,38.25,43.96,11.47
9.9265,43.63,35.49,42.91,8.23
9.9381,42.16,34.22,41.40,5.10
9.9498,41.03,34.07,40.05,5.94
9.9614,40.53,34.37,39.33,6.05
9.9730,40.43,34.60,39.12,5.82
9.9846,40.98,35.39,39.57,7.16
9.9962,41.91,35.45,40.79,6.39
10.0078,42.94,35.67,42.03,5.25
10.0194,41.97,35.83,40.76,0.69
10.0310,39.65,35.87,37.28,5.69
10.0426,41.73,39.46,37.79,15.87
10.0542,44.61,42.42,40.56,18.72
10.0659,45.42,41.90,42.85,17.45
10.0775,44.25,39.49,42.47,13.47
10.0891,42.06,38.13,39.80,7.28
10.1007,39.23,37.23,34.91,2.34
10.1123,35.58,34.63,28.50,-2.38
10.1239,30.48,29.72,22.49,-4.88
10.1355,23.07,22.19,15.67,-7.86
10.1471,13.02,11.03,8.62,-11.69
10.1587,10.96,2.85,10.21,-16.27
10.1703,16.20,7.89,15.51,-16.75
10.1820,11.39,4.83,10.30,-19.90
10.1936,-0.98,-2.92,-5.73,-18.92
10.2052,-1.82,-3.86,-6.71,-15.98
10.2168,-0.25,-1.60,-6.68,-16.17
10.2284,22.97,22.76,9.81,-10.91
10.2400,35.76,35.27,26.04,0.24
10.2516,39.90,39.41,30.17,3.34
10.2632,42.20,40.13,37.97,3.35
10.2748,44.63,38.61,43.38,5.03
10.2864,45.74,39.12,44.67,8.72
10.2980,48.44,37.74,48.03,17.77
10.3097,48.67,36.49,48.36,22.63
10.3213,47.77,35.73,47.43,24.57
10.3329,47.28,35.23,46.94,25.83
10.3445,47.77,35.28,47.47,25.57
10.3561,46.02,35.66,45.56,21.95
10.3677,38.94,34.49,36.98,12.22
10.3793,37.96,34.05,35.68,10.31
10.3909,45.53,37.65,44.74,18.14
10.4025,48.28,39.86,47.59,21.88
10.4141,48.93,40.47,48.24,24.73
10.4258,48.95,39.97,48.33,25.66
10.4374,48.49,39.27,47.90,26.09
10.4490,47.32,38.96,46.59,25.71
10.4606,44.41,38.20,43.17,23.01
10.4722,39.69,35.90,37.01,26.01
10.4838,37.91,31.23,28.58,36.14
10.4954,41.71,22.00,17.30,41.64
10.5070,43.66,10.22,9.31,43.66
10.5186,43.01,5.67,6.96,43.00
10.5302,40.27,-2.75,5.60,40.27
10.5419,37.16,-14.58,9.46,37.13
10.5535,36.45,4.00,15.52,36.35
10.5651,34.71,26.49,27.66,32.69
10.5767,39.27,35.12,37.03,21.09
10.5883,42.73,38.63,40.58,10.51
10.5999,43.51,38.62,41.80,8.23
10.6115,43.35,37.05,42.18,5.21
10.6231,42.58,34.72,41.81,2.43
10.6347,41.34,33.68,40.52,-0.50
10.6463,39.68,33.01,38.62,-2.92
10.6580,38.38,32.86,36.94,4.50
10.6696,38.35,33.98,36.34,11.94
10.6812,38.35,35.63,34.97,14.68
10.6928,38.27,36.77,32.85,13.68
10.7044,38.02,36.60,32.41,11.02
10.7160,35.69,33.99,30.78,6.00
10.7276,28.13,24.87,25.35,0.62
10.7392,24.86,15.93,24.12,7.36
10.7508,26.01,16.94,25.29,8.63
10.7624,29.42,25.37,27.17,7.19
10.7741,36.43,32.15,34.37,10.45
10.7857,42.54,34.98,41.70,12.94
10.7973,46.40,35.28,46.05,12.50
10.8089,48.04,33.71,47.88,15.81
10.8205,47.64,32.56,47.49,16.70
10.8321,45.21,32.05,44.98,16.95
10.8437,39.58,29.66,39.09,13.61
10.8553,26.39,21.10,24.81,5.28
10.8669,9.62,2.48,8.58,-8.59
10.8785,0.81,-5.25,-0.79,-12.72
10.8902,-4.81,-11.97,-6.63,-14.97
10.9018,17.19,11.20,15.77,0.84
10.9134,38.65,27.31,38.29,13.96
10.9250,46.15,31.28,45.98,23.36
10.9366,47.86,30.62,47.75,24.94
10.9482,47.22,29.86,47.12,22.03
10.9598,45.09,31.60,44.87,16.59
10.9714,43.11,33.17,42.63,11.82
10.9830,43.92,34.18,43.42,11.71
10.9946,44.34,35.00,43.79,11.94
11.0063,43.49,34.60,42.88,11.56
11.0179,42.12,33.68,41.43,11.07
11.0295,44.05,32.53,43.73,11.61
11.0411,45.77,31.11,45.62,14.40
11.0527,45.50,30.22,45.36,16.90
11.0643,44.92,29.61,44.78,18.25
11.0759,44.43,29.11,44.29,17.46
11.0875,43.43,27.83,43.30,16.23
11.0991,42.87,26.89,42.75,15.57
11.1107,41.85,26.17,41.72,14.28
11.1224,41.50,25.38,41.38,12.85
11.1340,40.83,24.83,40.71,13.01
11.1456,40.10,23.86,39.98,12.22
11.1572,38.90,22.41,38.79,8.33
11.1688,35.90,21.83,35.72,4.51
11.1804,31.86,21.31,31.46,0.15
11.1920,25.19,18.73,24.06,-3.82
11.2036,17.32,15.56,12.46,-9.32
11.2152,4.60,3.32,-1.63,-18.58
11.2268,6.53,-2.44,5.90,-17.87
11.2385,8.25,0.80,7.35,-16.62
11.2501,2.17,-3.92,0.80,-17.57
11.2617,5.34,-9.41,4.96,-11.77
11.2733,9.55,-9.45,9.14,-5.95
11.2849,13.19,-10.14,12.81,-0.85
11.2965,15.11,-12.27,14.70,1.77
11.3081,15.62,-14.90,15.17,3.35
11.3197,15.94,-15.96,15.51,3.74
11.3313,16.61,-15.82,16.31,2.74
11.3429,15.07,-13.60,14.79,0.64
11.3546,11.56,-11.93,11.27,-3.29
11.3662,9.03,1.69,7.85,-6.39
11.3778,8.16,4.82,5.23,-9.95
11.3894,2.78,-1.60,0.72,-18.78
11.4010,-0.47,-7.02,-1.65,-24.17
11.4126,-12.00,-16.05,-14.90,-30.37
11.4242,-23.54,-34.43,-26.64,-34.79
11.4358,-6.55,-22.01,-6.95,-20.17
11.4474,20.31,12.54,19.45,-0.33
11.4590,37.99,28.32,37.47,12.31
11.4707,44.75,34.77,44.26,17.07
11.4823,46.93,36.12,46.52,18.20
11.4939,47.19,35.38,46.86,17.56
11.5055,46.16,35.07,45.74,17.15
11.5171,44.84,35.25,44.27,14.08
11.5287,41.84,36.46,40.32,6.32
11.5403,41.19,39.98,35.01,9.67
11.5519,42.70,41.64,36.00,12.67
11.5635,43.41,42.48,36.19,13.62
11.5751,44.05,43.11,36.92,12.66
11.5868,44.35,43.06,38.44,12.05
11.5984,45.22,41.60,42.73,12.59
11.6100,44.90,40.32,43.03,12.83
11.6216,43.28,41.25,38.98,11.07
11.6332,43.66,42.37,37.73,4.58
11.6448,44.01,42.59,38.46,2.27
11.6564,43.55,42.18,37.87,2.32
11.6680,41.73,40.36,36.02,8.57
11.6796,36.82,35.07,30.56,26.59
11.6912,37.45,24.32,21.10,37.12
11.7029,39.86,8.50,13.80,39.84
11.7145,40.02,0.77,6.43,40.01
11.7261,40.41,2.76,4.00,40.40
11.7377,39.91,4.25,5.36,39.90
11.7493,38.82,0.66,8.27,38.80
11.7609,35.54,15.01,15.58,35.37
11.7725,36.68,32.05,33.30,29.26
11.7841,43.63,38.20,42.14,18.85
11.7957,45.51,40.72,43.75,14.60
11.8073,45.20,40.13,43.58,10.59
11.8190,45.03,38.61,43.91,5.94
11.8306,43.97,35.90,43.23,2.88
11.8422,42.64,33.93,42.01,0.51
11.8538,41.89,33.38,41.23,-0.20
11.8654,41.32,32.84,40.66,-0.37
11.8770,40.72,32.26,40.05,-2.27
11.8886,39.50,32.25,38.60,-0.87
11.9002,38.74,33.51,37.18,7.47
11.9118,38.80,35.21,36.24,13.40
11.9234,39.14,36.60,35.49,15.68
11.9351,39.54,37.93,34.33,15.41
11.9467,39.42,38.56,31.85,12.83
11.9583,36.83,36.17,28.23,6.11
11.9699,30.04,28.95,23.50,-0.79
11.9815,24.08,19.57,22.07,5.48
11.9931,23.32,16.89,21.96,8.42
12.0047,26.26,22.07,24.08,5.65
12.0163,33.41,31.39,29.08,7.02
12.0279,37.87,35.41,34.19,11.12
12.0395,41.74,36.24,40.29,13.72
12.0512,44.72,35.86,44.11,15.76
12.0628,46.37,35.35,46.01,15.88
12.0744,47.49,35.03,47.24,16.35
12.0860,48.64,34.67,48.45,20.87
12.0976,50.12,33.85,50.00,23.41
12.1092,50.43,34.23,50.31,22.82
12.1208,49.57,34.47,49.42,20.26
12.1324,47.66,33.66,47.48,16.27
12.1440,44.44,31.16,44.23,12.59
12.1556,39.82,26.83,39.60,8.63
12.1673,32.16,21.40,31.77,5.92
12.1789,22.06,16.51,20.02,11.20
12.1905,21.47,9.80,16.44,18.82
12.2021,17.20,2.56,12.05,14.86
12.2137,-3.59,-14.34,-6.19,-8.75
12.2253,-1.64,-13.40,-2.19,-19.05
12.2369,2.50,-13.83,2.26,-17.38
12.2485,4.49,-16.94,4.33,-16.92
12.2601,4.56,-16.07,4.33,-16.43
12.2717,3.88,-15.60,3.64,-16.80
12.2834,3.90,-17.99,3.73,-17.94
12.2950,2.71,-14.79,2.50,-18.21
12.3066,2.08,-2.93,-0.01,-10.72
12.3182,4.96,-0.50,-2.37,1.67
12.3298,2.02,-8.21,-10.29,0.72
12.3414,-11.89,-19.92,-18.68,-15.80
12.3530,-8.33,-11.04,-12.50,-22.78
12.3646,3.62,2.75,-3.99,-18.98
12.3762,25.74,25.16,16.69,-9.56
12.3878,35.70,35.11,26.73,1.93
12.3995,41.04,40.60,30.90,5.48
12.4111,44.53,43.90,35.82,6.70
12.4227,46.37,45.46,39.13,6.03
12.4343,47.55,45.77,42.80,4.71
12.4459,48.92,44.68,46.87,9.01
12.4575,49.09,44.05,47.41,19.71
12.4691,48.08,43.55,46.06,25.90
12.4807,47.19,42.90,44.96,28.37
12.4923,46.84,42.84,44.42,28.65
12.5039,46.60,42.55,44.22,28.15
12.5156,46.22,42.24,43.78,27.55
12.5272,45.88,42.04,43.35,26.19
12.5388,45.68,42.37,42.76,22.02
12.5504,45.26,43.04,41.14,16.00
12.5620,44.92,43.64,38.95,10.39
12.5736,45.36,43.99,39.66,0.79
12.5852,45.74,44.50,39.69,-1.65
12.5968,46.29,45.12,40.03,-0.52
12.6084,46.69,45.70,39.78,0.54
12.6200,46.55,45.74,38.87,0.53
12.6317,46.09,45.28,38.42,4.92
12.6433,45.62,44.20,40.04,12.01
12.6549,45.52,42.86,42.06,14.61
12.6665,45.80,41.95,43.41,17.21
12.6781,45.31,41.41,42.94,18.26
12.6897,44.98,41.13,42.58,18.31
12.7013,44.88,41.14,42.45,18.17
12.7129,43.54,41.10,39.85,14.49
12.7245,44.40,43.31,37.85,4.53
12.7361,45.57,44.85,37.42,3.81
12.7478,45.58,45.00,36.55,2.57
12.7594,44.75,44.28,34.91,0.27
12.7710,42.35,41.96,31.63,-4.12
12.7826,38.52,38.24,26.57,-8.51
12.7942,37.70,37.63,19.55,-12.06
12.8058,38.22,38.09,23.05,-9.95
12.8174,42.70,38.01,40.87,5.27
12.8290,47.78,38.18,47.25,17.33
12.8406,49.05,36.92,48.75,19.76
12.8522,47.28,35.97,46.91,16.82
12.8639,44.71,36.65,43.93,16.62
12.8755,41.74,37.95,39.34,14.45
12.8871,41.39,39.98,35.79,14.29
12.8987,42.76,41.52,36.68,13.38
12.9103,42.91,41.69,36.77,11.02
12.9219,42.28,40.97,36.44,8.73
12.9335,40.99,39.62,35.31,9.72
12.9451,38.03,36.40,32.88,16.38
12.9567,37.04,30.56,29.94,34.66
12.9683,42.48,20.56,19.73,42.42
12.9800,44.38,11.35,12.77,44.37
12.9916,41.73,7.46,7.68,41.72
13.0032,38.12,4.53,5.67,38.10
13.0148,37.14,1.36,10.66,37.09
13.0264,35.77,24.46,26.32,34.82
13.0380,40.36,36.17,38.02,25.72
13.0496,44.23,40.16,42.07,13.03
13.0612,44.62,40.16,42.68,11.02
13.0728,44.68,38.26,43.55,9.02
13.0844,46.32,36.43,45.85,9.01
13.0961,47.04,34.45,46.79,9.31
13.1077,45.71,33.70,45.43,7.42
13.1193,42.89,33.40,42.36,6.37
13.1309,39.76,33.79,38.47,3.47
13.1425,36.32,34.64,31.37,-1.19
13.1541,37.01,35.42,31.85,-0.67
13.1657,37.89,35.80,33.68,-1.53
13.1773,37.27,35.02,33.32,-2.68
13.1889,33.41,31.36,29.14,-6.12
13.2005,23.45,21.61,18.82,-11.23
13.2122,8.25,7.50,-0.13,-15.02
13.2238,15.34,5.48,11.11,8.22
13.2354,26.92,19.49,23.54,18.38
13.2470,28.40,21.38,26.36,17.49
13.2586,26.83,21.58,24.84,12.20
13.2702,27.57,25.57,22.63,10.02
13.2818,37.02,34.36,33.60,9.90
13.2934,41.90,38.55,39.20,7.74
13.3050,43.12,39.07,40.95,4.05
13.3166,43.25,37.98,41.71,3.44
13.3283,43.15,35.86,42.26,4.76
13.3399,41.71,33.30,41.03,5.44
13.3515,39.66,31.51,38.93,1.58
13.3631,36.59,29.60,35.62,-2.78
13.3747,31.38,25.74,29.99,-2.57
13.3863,24.85,19.81,23.20,-2.39
13.3979,15.54,10.94,13.28,1.55
13.4095,14.96,7.32,12.09,8.83
13.4211,18.29,7.08,15.50,13.11
13.4327,19.34,8.12,17.18,13.16
13.4444,20.57,6.59,17.31,16.50
13.4560,21.21,2.84,18.00,17.36
13.4676,27.04,15.89,26.31,14.74
13.4792,39.70,30.08,39.16,18.01
13.4908,44.75,34.70,44.27,20.73
13.5024,45.28,34.35,44.86,23.70
13.5140,45.41,33.27,45.07,25.84
13.5256,45.50,33.41,45.16,26.59
13.5372,43.82,33.41,43.33,25.35
13.5488,40.45,32.47,39.59,22.95
13.5605,35.50,28.60,34.35,19.51
13.5721,26.35,19.59,24.82,15.45
13.5837,22.39,8.59,20.80,16.60
13.5953,21.34,2.89,19.47,16.56
13.6069,20.02,4.46,18.42,14.48
13.6185,19.68,1.97,18.88,11.49
13.6301,24.67,7.99,24.35,11.66
13.6417,28.62,22.47,27.29,11.84
13.6533,34.28,30.47,31.90,11.33
13.6649,36.62,33.76,33.43,10.68
13.6766,38.95,35.64,36.20,10.78
13.6882,43.32,36.04,42.41,10.98
13.6998,46.35,35.48,45.98,11.14
13.7114,46.60,33.82,46.35,11.84
13.7230,46.56,32.27,46.39,13.19
13.7346,46.71,31.61,46.56,13.94
13.7462,46.16,31.93,45.98,13.91
13.7578,45.37,32.56,45.13,12.90
13.7694,45.33,33.78,45.01,15.45
13.7810,44.87,35.63,44.30,17.86
13.7927,44.23,36.96,43.30,19.50
13.8043,43.98,37.88,42.69,23.64
13.8159,44.61,38.95,43.18,23.56
13.8275,45.81,39.88,44.49,21.80
13.8391,46.67,39.80,45.63,22.57
13.8507,47.05,38.45,46.38,22.55
13.8623,45.73,35.57,45.25,21.33
13.8739,43.41,32.22,42.96,24.84
13.8855,41.10,28.79,40.66,25.74
13.8971,40.12,27.35,39.83,19.77
13.9088,36.21,26.13,35.69,17.17
13.9204,30.32,23.47,29.17,14.09
13.9320,24.68,20.42,22.49,7.56
13.9436,16.63,13.92,12.70,3.73
13.9552,12.88,5.65,11.11,3.97
13.9668,11.61,3.80,10.24,1.45
13.9784,9.63,0.65,8.67,-2.19
13.9900,8.05,-4.01,7.48,-4.54
14.0016,11.73,-5.35,11.41,-2.14
14.0132,14.31,-6.29,14.10,-1.20
14.0249,10.21,-8.92,10.03,-6.41
14.0365,6.61,-7.19,6.23,-8.11
14.0481,4.76,-6.28,4.15,-8.67
14.0597,2.93,-10.14,2.40,-9.29
14.0713,2.01,-13.32,1.53,-9.70
14.0829,2.46,-10.55,1.98,-10.70
14.0945,2.67,-8.46,2.14,-12.30
14.1061,2.90,-7.17,2.30,-12.52
14.1177,3.18,-10.00,2.79,-11.85
14.1293,2.77,-9.91,2.36,-12.15
14.1410,6.45,-8.90,6.19,-9.50
14.1526,9.96,-6.69,9.77,-7.77
14.1642,7.01,-3.17,6.47,-10.25
14.1758,11.03,-2.12,10.33,0.31
14.1874,28.66,19.78,27.89,13.18
14.1990,40.53,30.55,40.04,16.29
14.2106,45.10,32.57,44.82,21.09
14.2222,45.56,31.69,45.34,23.53
14.2338,44.16,30.89,43.91,23.66
14.2454,43.89,31.02,43.62,22.79
14.2571,42.84,30.99,42.52,20.36
14.2687,39.60,30.49,39.00,17.43
14.2803,32.80,26.88,31.46,12.70
14.2919,20.20,17.84,16.23,2.23
14.3035,7.34,3.79,4.65,-10.30
14.3151,3.31,-1.75,1.44,-11.81
14.3267,18.14,2.45,18.00,-5.82
14.3383,25.81,17.22,25.15,-2.44
14.3499,36.08,29.20,35.08,-6.16
14.3615,41.99,33.51,41.33,-5.25
14.3732,45.46,33.56,45.17,2.61
14.3848,48.24,33.10,48.09,10.90
14.3964,48.63,33.68,48.47,16.65
14.4080,47.63,35.47,47.33,18.99
14.4196,47.70,37.10,47.28,19.79
14.4312,47.66,38.48,47.08,20.67
14.4428,47.07,39.41,46.23,22.88
14.4544,44.74,38.33,43.57,22.04
14.4660,38.89,34.09,37.08,18.06
14.4776,26.17,23.73,22.03,12.37
14.4893,23.06,9.74,21.40,17.04
14.5009,30.21,23.80,27.82,22.11
14.5125,37.48,33.70,34.60,23.17
14.5241,39.88,37.07,36.31,21.49
14.5357,40.31,37.61,36.80,19.96
14.5473,43.22,37.42,41.87,16.31
14.5589,45.76,36.98,45.14,10.76
14.5705,44.15,37.58,43.07,4.11
14.5821,42.30,40.42,37.76,0.86
14.5937,44.09,42.88,37.97,3.85
14.6054,44.88,44.08,37.14,4.54
14.6170,44.21,43.49,36.08,4.00
14.6286,43.38,42.15,37.30,2.92
14.6402,44.61,39.68,42.92,5.59
14.6518,46.74,36.76,46.28,11.56
14.6634,47.00,36.20,46.62,12.20
14.6750,46.22,36.34,45.74,10.59
14.6866,45.11,36.42,44.48,7.20
14.6982,41.11,34.89,39.92,-0.01
14.7098,37.96,34.17,35.61,-2.95
14.7215,42.98,35.00,42.23,4.05
14.7331,45.19,34.40,44.81,8.97
14.7447,45.35,33.78,45.04,9.55
14.7563,45.27,32.82,45.01,7.94
14.7679,44.89,32.19,44.64,6.87
14.7795,44.15,32.15,43.86,6.80
14.7911,43.83,32.90,43.44,7.43
14.8027,43.88,33.61,43.44,11.02
14.8143,43.92,34.33,43.39,13.10
14.8259,43.57,35.13,42.86,17.49
14.8376,43.00,36.21,41.91,19.70
14.8492,43.45,37.31,42.17,20.18
14.8608,43.95,37.83,42.67,20.19
14.8724,43.02,37.62,41.44,21.37
14.8840,41.55,37.25,39.36,20.64
14.8956,40.48,36.94,37.75,18.83
14.9072,39.11,36.13,35.92,16.20
14.9188,37.10,34.63,33.36,13.04
14.9304,34.94,32.75,30.83,11.76
14.9420,32.07,30.42,27.00,7.12
14.9537,27.42,26.56,19.84,1.43
14.9653,20.72,20.22,10.78,-5.40
14.9769,12.40,11.73,3.74,-12.08
14.9885,6.43,6.19,-6.76,-18.56
15.0001,3.40,2.99,-7.65,-20.47
15.0117,3.25,0.50,-0.57,-14.12
15.0233,5.44,-2.79,4.26,-9.60
15.0349,7.57,-3.90,6.61,-6.23
15.0465,9.37,-5.75,8.66,-3.97
15.0581,10.82,-8.19,10.30,-2.35
15.0698,11.34,-7.85,10.71,-1.44
15.0814,10.87,-8.30,10.22,-1.80
15.0930,10.35,-10.13,9.67,-2.58
15.1046,9.18,-12.74,8.61,-4.01
15.1162,7.66,-13.92,7.16,-5.82
15.1278,5.27,-16.10,4.78,-7.82
15.1394,2.83,-15.20,2.27,-10.18
15.1510,-1.14,-15.14,-1.78,-13.32
15.1626,-5.18,-14.84,-6.29,-16.11
15.1742,-0.74,-1.23,-10.90,-21.97
15.1859,2.89,2.82,-15.89,-26.62
15.1975,-2.16,-2.28,-19.47,-27.68
15.2091,-15.09,-16.84,-27.18,-31.62
